"participant";"position";"response";"included";"number_lessons";"math_edu";"lessons"
"part1";"reasoning_about_straight_lines";0;0;1;4;1
"part1";"lesson6";0;0;1;4;1
"part1";"lesson5";0;0;1;4;1
"part1";"lesson7";0;0;1;4;1
"part1";"definition2";0;0;1;4;1
"part1";"lesson2";0;0;1;4;1
"part1";"lessons";1;0;1;4;1
"part1";"introspection1";0;0;1;4;1
"part1";"lesson3";0;0;1;4;1
"part1";"straight_lines_on_various_surfaces";0;0;1;4;1
"part1";"straight_lines_on_spheres2";0;0;1;4;1
"part1";"introspection2";0;0;1;4;1
"part1";"lesson1";1;0;1;4;1
"part1";"planar_geometry";0;0;1;4;1
"part1";"straight_lines_on_spheres1";0;0;1;4;1
"part1";"definition3";0;0;1;4;1
"part1";"lesson4";0;0;1;4;1
"part1_0";"planar_geometry";0;1;0;6;0
"part1_0";"straight_lines_on_spheres2";0;1;0;6;0
"part1_0";"introspection2";0;1;0;6;0
"part1_0";"definition3";0;1;0;6;0
"part1_0";"introspection1";0;1;0;6;0
"part1_0";"reasoning_about_straight_lines";0;1;0;6;0
"part1_0";"definition2";0;1;0;6;0
"part1_0";"straight_lines_on_various_surfaces";0;1;0;6;0
"part1_0";"straight_lines_on_spheres1";0;1;0;6;0
"part1_05";"planar_geometry";0;1;0;4;0
"part1_05";"introspection2";0;1;0;4;0
"part1_05";"introspection1";0;1;0;4;0
"part1_05";"definition3";0;1;0;4;0
"part1_05";"definition2";0;1;0;4;0
"part1_05";"reasoning_about_straight_lines";0;1;0;4;0
"part1_05";"straight_lines_on_spheres2";0;1;0;4;0
"part1_05";"straight_lines_on_spheres1";0;1;0;4;0
"part1_05";"straight_lines_on_various_surfaces";0;1;0;4;0
"part1_35";"planar_geometry";0;1;3;5;123
"part1_35";"introspection1";0;1;3;5;123
"part1_35";"straight_lines_on_spheres2";0;1;3;5;123
"part1_35";"lesson1";0;1;3;5;123
"part1_35";"definition3";0;1;3;5;123
"part1_35";"lesson4";0;1;3;5;123
"part1_35";"lesson5";0;1;3;5;123
"part1_35";"lesson2";0;1;3;5;123
"part1_35";"reasoning_about_straight_lines";0;1;3;5;123
"part1_35";"lesson3";0;1;3;5;123
"part1_35";"lessons";0;1;3;5;123
"part1_35";"introspection2";0;1;3;5;123
"part1_35";"straight_lines_on_various_surfaces";0;1;3;5;123
"part1_35";"straight_lines_on_spheres1";0;1;3;5;123
"part1_35";"definition2";0;1;3;5;123
"part10";"introspection2";0;1;7;2;5671234
"part10";"definition3";0;1;7;2;5671234
"part10";"straight_lines_on_various_surfaces";0;1;7;2;5671234
"part10";"lesson7";0;1;7;2;5671234
"part10";"introspection1";0;1;7;2;5671234
"part10";"lesson6";0;1;7;2;5671234
"part10";"reasoning_about_straight_lines";0;1;7;2;5671234
"part10";"lesson5";0;1;7;2;5671234
"part10";"planar_geometry";0;1;7;2;5671234
"part10";"definition2";0;1;7;2;5671234
"part10";"lesson1";0;1;7;2;5671234
"part10";"straight_lines_on_spheres2";0;1;7;2;5671234
"part10";"lessons";0;1;7;2;5671234
"part10";"lesson3";0;1;7;2;5671234
"part10";"straight_lines_on_spheres1";0;1;7;2;5671234
"part10";"lesson2";0;1;7;2;5671234
"part10";"lesson4";0;1;7;2;5671234
"part10_0";"introspection1";0;1;0;8;0
"part10_0";"straight_lines_on_spheres2";0;1;0;8;0
"part10_0";"introspection2";0;1;0;8;0
"part10_0";"definition2";0;1;0;8;0
"part10_0";"straight_lines_on_spheres1";0;1;0;8;0
"part10_0";"definition3";0;1;0;8;0
"part10_0";"straight_lines_on_various_surfaces";0;1;0;8;0
"part10_0";"planar_geometry";0;1;0;8;0
"part10_0";"reasoning_about_straight_lines";0;1;0;8;0
"part10_05";"introspection2";0;1;0;4;0
"part10_05";"reasoning_about_straight_lines";0;1;0;4;0
"part10_05";"straight_lines_on_various_surfaces";0;1;0;4;0
"part10_05";"definition3";0;1;0;4;0
"part10_05";"introspection1";0;1;0;4;0
"part10_05";"straight_lines_on_spheres2";0;1;0;4;0
"part10_05";"straight_lines_on_spheres1";0;1;0;4;0
"part10_05";"definition2";0;1;0;4;0
"part10_05";"planar_geometry";1;1;0;4;0
"part10_35";"introspection2";0;1;5;2;71234
"part10_35";"straight_lines_on_spheres1";0;1;5;2;71234
"part10_35";"lesson2";1;1;5;2;71234
"part10_35";"planar_geometry";0;1;5;2;71234
"part10_35";"lesson3";0;1;5;2;71234
"part10_35";"lesson4";0;1;5;2;71234
"part10_35";"definition3";0;1;5;2;71234
"part10_35";"lesson1";0;1;5;2;71234
"part10_35";"straight_lines_on_various_surfaces";0;1;5;2;71234
"part10_35";"definition2";0;1;5;2;71234
"part10_35";"straight_lines_on_spheres2";0;1;5;2;71234
"part10_35";"reasoning_about_straight_lines";0;1;5;2;71234
"part10_35";"lessons";1;1;5;2;71234
"part10_35";"lesson5";0;1;5;2;71234
"part10_35";"introspection1";0;1;5;2;71234
"part11";"definition3";0;0;1;2;6
"part11";"lesson7";0;0;1;2;6
"part11";"lesson6";0;0;1;2;6
"part11";"straight_lines_on_various_surfaces";0;0;1;2;6
"part11";"lesson5";0;0;1;2;6
"part11";"planar_geometry";0;0;1;2;6
"part11";"introspection1";0;0;1;2;6
"part11";"lesson1";1;0;1;2;6
"part11";"reasoning_about_straight_lines";0;0;1;2;6
"part11";"lessons";1;0;1;2;6
"part11";"introspection2";0;0;1;2;6
"part11";"definition2";0;0;1;2;6
"part11";"straight_lines_on_spheres1";0;0;1;2;6
"part11";"straight_lines_on_spheres2";0;0;1;2;6
"part11";"lesson4";0;0;1;2;6
"part11";"lesson3";0;0;1;2;6
"part11";"lesson2";0;0;1;2;6
"part11_0";"introspection2";0;1;0;5;0
"part11_0";"definition3";0;1;0;5;0
"part11_0";"straight_lines_on_spheres2";0;1;0;5;0
"part11_0";"planar_geometry";0;1;0;5;0
"part11_0";"straight_lines_on_spheres1";0;1;0;5;0
"part11_0";"reasoning_about_straight_lines";0;1;0;5;0
"part11_0";"straight_lines_on_various_surfaces";0;1;0;5;0
"part11_0";"introspection1";0;1;0;5;0
"part11_0";"definition2";0;1;0;5;0
"part11_05";"definition3";0;1;0;7;0
"part11_05";"reasoning_about_straight_lines";0;1;0;7;0
"part11_05";"straight_lines_on_various_surfaces";0;1;0;7;0
"part11_05";"introspection2";0;1;0;7;0
"part11_05";"definition2";0;1;0;7;0
"part11_05";"introspection1";0;1;0;7;0
"part11_05";"straight_lines_on_spheres2";1;1;0;7;0
"part11_05";"straight_lines_on_spheres1";0;1;0;7;0
"part11_05";"planar_geometry";0;1;0;7;0
"part11_35";"lesson2";0;1;3;4;234
"part11_35";"introspection2";0;1;3;4;234
"part11_35";"straight_lines_on_spheres1";0;1;3;4;234
"part11_35";"lesson4";0;1;3;4;234
"part11_35";"definition2";0;1;3;4;234
"part11_35";"definition3";0;1;3;4;234
"part11_35";"planar_geometry";0;1;3;4;234
"part11_35";"lesson3";0;1;3;4;234
"part11_35";"straight_lines_on_spheres2";0;1;3;4;234
"part11_35";"lesson1";0;1;3;4;234
"part11_35";"straight_lines_on_various_surfaces";0;1;3;4;234
"part11_35";"reasoning_about_straight_lines";0;1;3;4;234
"part11_35";"lessons";0;1;3;4;234
"part11_35";"lesson5";0;1;3;4;234
"part11_35";"introspection1";0;1;3;4;234
"part12";"reasoning_about_straight_lines";0;1;7;2;6712345
"part12";"lesson7";0;1;7;2;6712345
"part12";"lesson2";0;1;7;2;6712345
"part12";"introspection1";0;1;7;2;6712345
"part12";"lesson5";0;1;7;2;6712345
"part12";"lesson4";0;1;7;2;6712345
"part12";"straight_lines_on_spheres2";0;1;7;2;6712345
"part12";"definition2";0;1;7;2;6712345
"part12";"definition3";0;1;7;2;6712345
"part12";"lesson1";0;1;7;2;6712345
"part12";"straight_lines_on_various_surfaces";0;1;7;2;6712345
"part12";"lessons";1;1;7;2;6712345
"part12";"introspection2";0;1;7;2;6712345
"part12";"straight_lines_on_spheres1";0;1;7;2;6712345
"part12";"lesson6";0;1;7;2;6712345
"part12";"planar_geometry";0;1;7;2;6712345
"part12";"lesson3";1;1;7;2;6712345
"part12_0";"introspection2";0;1;0;3;0
"part12_0";"definition3";0;1;0;3;0
"part12_0";"straight_lines_on_spheres2";0;1;0;3;0
"part12_0";"planar_geometry";0;1;0;3;0
"part12_0";"straight_lines_on_spheres1";0;1;0;3;0
"part12_0";"reasoning_about_straight_lines";0;1;0;3;0
"part12_0";"straight_lines_on_various_surfaces";0;1;0;3;0
"part12_0";"introspection1";0;1;0;3;0
"part12_0";"definition2";0;1;0;3;0
"part12_05";"definition3";0;1;0;3;0
"part12_05";"definition2";0;1;0;3;0
"part12_05";"reasoning_about_straight_lines";1;1;0;3;0
"part12_05";"straight_lines_on_various_surfaces";0;1;0;3;0
"part12_05";"introspection2";0;1;0;3;0
"part12_05";"planar_geometry";0;1;0;3;0
"part12_05";"straight_lines_on_spheres2";0;1;0;3;0
"part12_05";"straight_lines_on_spheres1";0;1;0;3;0
"part12_05";"introspection1";0;1;0;3;0
"part12_35";"straight_lines_on_spheres1";0;1;5;2;56712
"part12_35";"planar_geometry";0;1;5;2;56712
"part12_35";"definition3";0;1;5;2;56712
"part12_35";"lesson4";1;1;5;2;56712
"part12_35";"straight_lines_on_spheres2";0;1;5;2;56712
"part12_35";"lesson1";0;1;5;2;56712
"part12_35";"lesson3";0;1;5;2;56712
"part12_35";"lesson2";0;1;5;2;56712
"part12_35";"reasoning_about_straight_lines";0;1;5;2;56712
"part12_35";"lessons";1;1;5;2;56712
"part12_35";"straight_lines_on_various_surfaces";0;1;5;2;56712
"part12_35";"introspection2";0;1;5;2;56712
"part12_35";"introspection1";0;1;5;2;56712
"part12_35";"lesson5";0;1;5;2;56712
"part12_35";"definition2";0;1;5;2;56712
"part13";"lesson7";0;1;1;5;7
"part13";"introspection1";0;1;1;5;7
"part13";"straight_lines_on_various_surfaces";0;1;1;5;7
"part13";"straight_lines_on_spheres2";0;1;1;5;7
"part13";"lesson6";0;1;1;5;7
"part13";"reasoning_about_straight_lines";0;1;1;5;7
"part13";"lesson5";0;1;1;5;7
"part13";"introspection2";0;1;1;5;7
"part13";"definition2";0;1;1;5;7
"part13";"definition3";0;1;1;5;7
"part13";"lesson3";0;1;1;5;7
"part13";"planar_geometry";0;1;1;5;7
"part13";"lessons";0;1;1;5;7
"part13";"lesson1";0;1;1;5;7
"part13";"lesson2";0;1;1;5;7
"part13";"lesson4";0;1;1;5;7
"part13";"straight_lines_on_spheres1";0;1;1;5;7
"part13_0";"straight_lines_on_spheres1";0;1;0;7;0
"part13_0";"definition3";0;1;0;7;0
"part13_0";"introspection2";0;1;0;7;0
"part13_0";"planar_geometry";0;1;0;7;0
"part13_0";"straight_lines_on_spheres2";1;1;0;7;0
"part13_0";"straight_lines_on_various_surfaces";0;1;0;7;0
"part13_0";"reasoning_about_straight_lines";1;1;0;7;0
"part13_0";"definition2";0;1;0;7;0
"part13_0";"introspection1";0;1;0;7;0
"part13_05";"reasoning_about_straight_lines";0;0;0;2;0
"part13_05";"introspection2";0;0;0;2;0
"part13_05";"introspection1";0;0;0;2;0
"part13_05";"straight_lines_on_spheres2";0;0;0;2;0
"part13_05";"straight_lines_on_various_surfaces";0;0;0;2;0
"part13_05";"definition3";0;0;0;2;0
"part13_05";"planar_geometry";0;0;0;2;0
"part13_05";"straight_lines_on_spheres1";0;0;0;2;0
"part13_05";"definition2";0;0;0;2;0
"part13_35";"lesson2";0;1;3;2;567
"part13_35";"lesson4";0;1;3;2;567
"part13_35";"straight_lines_on_spheres1";0;1;3;2;567
"part13_35";"straight_lines_on_spheres2";0;1;3;2;567
"part13_35";"straight_lines_on_various_surfaces";0;1;3;2;567
"part13_35";"lesson3";0;1;3;2;567
"part13_35";"planar_geometry";1;1;3;2;567
"part13_35";"lessons";1;1;3;2;567
"part13_35";"lesson1";1;1;3;2;567
"part13_35";"definition2";0;1;3;2;567
"part13_35";"introspection1";0;1;3;2;567
"part13_35";"definition3";0;1;3;2;567
"part13_35";"lesson5";0;1;3;2;567
"part13_35";"reasoning_about_straight_lines";0;1;3;2;567
"part13_35";"introspection2";0;1;3;2;567
"part14";"lesson7";0;1;7;2;7123456
"part14";"straight_lines_on_spheres1";0;1;7;2;7123456
"part14";"lesson2";0;1;7;2;7123456
"part14";"definition2";0;1;7;2;7123456
"part14";"introspection1";0;1;7;2;7123456
"part14";"lesson4";0;1;7;2;7123456
"part14";"straight_lines_on_various_surfaces";0;1;7;2;7123456
"part14";"lessons";1;1;7;2;7123456
"part14";"introspection2";0;1;7;2;7123456
"part14";"reasoning_about_straight_lines";0;1;7;2;7123456
"part14";"lesson1";0;1;7;2;7123456
"part14";"straight_lines_on_spheres2";0;1;7;2;7123456
"part14";"lesson5";1;1;7;2;7123456
"part14";"lesson3";1;1;7;2;7123456
"part14";"definition3";0;1;7;2;7123456
"part14";"lesson6";0;1;7;2;7123456
"part14";"planar_geometry";0;1;7;2;7123456
"part14_0";"definition2";0;1;0;5;0
"part14_0";"straight_lines_on_various_surfaces";0;1;0;5;0
"part14_0";"introspection1";0;1;0;5;0
"part14_0";"straight_lines_on_spheres2";0;1;0;5;0
"part14_0";"introspection2";0;1;0;5;0
"part14_0";"reasoning_about_straight_lines";0;1;0;5;0
"part14_0";"definition3";0;1;0;5;0
"part14_0";"planar_geometry";0;1;0;5;0
"part14_0";"straight_lines_on_spheres1";0;1;0;5;0
"part14_05";"definition2";1;1;0;4;0
"part14_05";"definition3";1;1;0;4;0
"part14_05";"planar_geometry";0;1;0;4;0
"part14_05";"reasoning_about_straight_lines";0;1;0;4;0
"part14_05";"straight_lines_on_various_surfaces";1;1;0;4;0
"part14_05";"introspection2";0;1;0;4;0
"part14_05";"introspection1";0;1;0;4;0
"part14_05";"straight_lines_on_spheres2";0;1;0;4;0
"part14_05";"straight_lines_on_spheres1";0;1;0;4;0
"part14_35";"lesson1";1;1;5;5;34567
"part14_35";"straight_lines_on_spheres2";0;1;5;5;34567
"part14_35";"straight_lines_on_various_surfaces";0;1;5;5;34567
"part14_35";"definition2";0;1;5;5;34567
"part14_35";"lessons";1;1;5;5;34567
"part14_35";"lesson4";0;1;5;5;34567
"part14_35";"definition3";0;1;5;5;34567
"part14_35";"introspection1";0;1;5;5;34567
"part14_35";"lesson5";0;1;5;5;34567
"part14_35";"reasoning_about_straight_lines";0;1;5;5;34567
"part14_35";"straight_lines_on_spheres1";0;1;5;5;34567
"part14_35";"lesson3";1;1;5;5;34567
"part14_35";"introspection2";0;1;5;5;34567
"part14_35";"planar_geometry";0;1;5;5;34567
"part14_35";"lesson2";1;1;5;5;34567
"part15";"lesson7";0;1;1;2;1
"part15";"introspection2";0;1;1;2;1
"part15";"straight_lines_on_spheres1";0;1;1;2;1
"part15";"lesson2";0;1;1;2;1
"part15";"straight_lines_on_various_surfaces";0;1;1;2;1
"part15";"lessons";0;1;1;2;1
"part15";"introspection1";0;1;1;2;1
"part15";"reasoning_about_straight_lines";0;1;1;2;1
"part15";"lesson4";0;1;1;2;1
"part15";"straight_lines_on_spheres2";1;1;1;2;1
"part15";"lesson1";0;1;1;2;1
"part15";"lesson3";0;1;1;2;1
"part15";"definition3";0;1;1;2;1
"part15";"lesson6";0;1;1;2;1
"part15";"definition2";0;1;1;2;1
"part15";"lesson5";0;1;1;2;1
"part15";"planar_geometry";0;1;1;2;1
"part15_0";"definition3";0;1;0;2;0
"part15_0";"straight_lines_on_spheres1";0;1;0;2;0
"part15_0";"introspection2";0;1;0;2;0
"part15_0";"reasoning_about_straight_lines";0;1;0;2;0
"part15_0";"straight_lines_on_various_surfaces";0;1;0;2;0
"part15_0";"introspection1";0;1;0;2;0
"part15_0";"planar_geometry";0;1;0;2;0
"part15_0";"straight_lines_on_spheres2";0;1;0;2;0
"part15_0";"definition2";0;1;0;2;0
"part15_05";"introspection2";0;1;0;7;0
"part15_05";"straight_lines_on_various_surfaces";0;1;0;7;0
"part15_05";"definition2";0;1;0;7;0
"part15_05";"introspection1";0;1;0;7;0
"part15_05";"reasoning_about_straight_lines";0;1;0;7;0
"part15_05";"straight_lines_on_spheres1";0;1;0;7;0
"part15_05";"planar_geometry";0;1;0;7;0
"part15_05";"definition3";0;1;0;7;0
"part15_05";"straight_lines_on_spheres2";0;1;0;7;0
"part15_35";"straight_lines_on_various_surfaces";0;1;3;6;765
"part15_35";"definition3";0;1;3;6;765
"part15_35";"straight_lines_on_spheres2";0;1;3;6;765
"part15_35";"planar_geometry";0;1;3;6;765
"part15_35";"reasoning_about_straight_lines";0;1;3;6;765
"part15_35";"introspection1";0;1;3;6;765
"part15_35";"lesson4";0;1;3;6;765
"part15_35";"lesson1";0;1;3;6;765
"part15_35";"lesson2";0;1;3;6;765
"part15_35";"lesson5";0;1;3;6;765
"part15_35";"lessons";0;1;3;6;765
"part15_35";"definition2";0;1;3;6;765
"part15_35";"lesson3";0;1;3;6;765
"part15_35";"introspection2";0;1;3;6;765
"part15_35";"straight_lines_on_spheres1";0;1;3;6;765
"part16";"definition2";0;1;7;4;7654321
"part16";"reasoning_about_straight_lines";0;1;7;4;7654321
"part16";"lesson7";0;1;7;4;7654321
"part16";"lesson2";1;1;7;4;7654321
"part16";"lesson6";0;1;7;4;7654321
"part16";"straight_lines_on_spheres1";0;1;7;4;7654321
"part16";"straight_lines_on_various_surfaces";0;1;7;4;7654321
"part16";"straight_lines_on_spheres2";0;1;7;4;7654321
"part16";"introspection1";0;1;7;4;7654321
"part16";"definition3";0;1;7;4;7654321
"part16";"lesson4";0;1;7;4;7654321
"part16";"lesson1";0;1;7;4;7654321
"part16";"lesson5";0;1;7;4;7654321
"part16";"lessons";1;1;7;4;7654321
"part16";"lesson3";0;1;7;4;7654321
"part16";"introspection2";0;1;7;4;7654321
"part16";"planar_geometry";0;1;7;4;7654321
"part16_0";"definition3";0;1;0;3;0
"part16_0";"straight_lines_on_spheres1";0;1;0;3;0
"part16_0";"straight_lines_on_various_surfaces";0;1;0;3;0
"part16_0";"straight_lines_on_spheres2";0;1;0;3;0
"part16_0";"introspection2";0;1;0;3;0
"part16_0";"definition2";0;1;0;3;0
"part16_0";"reasoning_about_straight_lines";0;1;0;3;0
"part16_0";"introspection1";0;1;0;3;0
"part16_0";"planar_geometry";0;1;0;3;0
"part16_05";"introspection2";0;0;0;4;0
"part16_05";"reasoning_about_straight_lines";0;0;0;4;0
"part16_05";"straight_lines_on_various_surfaces";0;0;0;4;0
"part16_05";"definition2";0;0;0;4;0
"part16_05";"definition3";0;0;0;4;0
"part16_05";"straight_lines_on_spheres2";0;0;0;4;0
"part16_05";"straight_lines_on_spheres1";0;0;0;4;0
"part16_05";"introspection1";0;0;0;4;0
"part16_05";"planar_geometry";0;0;0;4;0
"part16_35";"lesson3";1;1;5;2;76543
"part16_35";"planar_geometry";1;1;5;2;76543
"part16_35";"reasoning_about_straight_lines";0;1;5;2;76543
"part16_35";"straight_lines_on_various_surfaces";0;1;5;2;76543
"part16_35";"lesson5";1;1;5;2;76543
"part16_35";"lesson1";1;1;5;2;76543
"part16_35";"definition3";0;1;5;2;76543
"part16_35";"introspection1";0;1;5;2;76543
"part16_35";"introspection2";0;1;5;2;76543
"part16_35";"definition2";1;1;5;2;76543
"part16_35";"lesson2";1;1;5;2;76543
"part16_35";"lessons";1;1;5;2;76543
"part16_35";"straight_lines_on_spheres1";0;1;5;2;76543
"part16_35";"lesson4";0;1;5;2;76543
"part16_35";"straight_lines_on_spheres2";0;1;5;2;76543
"part17";"reasoning_about_straight_lines";0;1;1;2;2
"part17";"lesson7";0;1;1;2;2
"part17";"lesson6";0;1;1;2;2
"part17";"definition2";0;1;1;2;2
"part17";"lesson5";0;1;1;2;2
"part17";"straight_lines_on_spheres1";0;1;1;2;2
"part17";"lesson2";0;1;1;2;2
"part17";"straight_lines_on_spheres2";0;1;1;2;2
"part17";"definition3";0;1;1;2;2
"part17";"introspection1";0;1;1;2;2
"part17";"lesson1";0;1;1;2;2
"part17";"straight_lines_on_various_surfaces";0;1;1;2;2
"part17";"lessons";0;1;1;2;2
"part17";"introspection2";0;1;1;2;2
"part17";"lesson3";0;1;1;2;2
"part17";"lesson4";0;1;1;2;2
"part17";"planar_geometry";0;1;1;2;2
"part17_0";"straight_lines_on_spheres1";0;1;0;2;0
"part17_0";"straight_lines_on_various_surfaces";0;1;0;2;0
"part17_0";"definition3";0;1;0;2;0
"part17_0";"straight_lines_on_spheres2";0;1;0;2;0
"part17_0";"reasoning_about_straight_lines";0;1;0;2;0
"part17_0";"definition2";0;1;0;2;0
"part17_0";"introspection2";0;1;0;2;0
"part17_0";"planar_geometry";0;1;0;2;0
"part17_0";"introspection1";0;1;0;2;0
"part17_05";"definition2";0;1;0;2;0
"part17_05";"reasoning_about_straight_lines";0;1;0;2;0
"part17_05";"straight_lines_on_various_surfaces";1;1;0;2;0
"part17_05";"planar_geometry";0;1;0;2;0
"part17_05";"introspection1";0;1;0;2;0
"part17_05";"introspection2";0;1;0;2;0
"part17_05";"straight_lines_on_spheres1";0;1;0;2;0
"part17_05";"definition3";0;1;0;2;0
"part17_05";"straight_lines_on_spheres2";0;1;0;2;0
"part17_35";"lesson3";0;1;3;2;432
"part17_35";"introspection1";0;1;3;2;432
"part17_35";"reasoning_about_straight_lines";0;1;3;2;432
"part17_35";"introspection2";0;1;3;2;432
"part17_35";"definition2";0;1;3;2;432
"part17_35";"lesson2";0;1;3;2;432
"part17_35";"lessons";0;1;3;2;432
"part17_35";"lesson4";0;1;3;2;432
"part17_35";"planar_geometry";1;1;3;2;432
"part17_35";"straight_lines_on_various_surfaces";0;1;3;2;432
"part17_35";"lesson5";0;1;3;2;432
"part17_35";"lesson1";0;1;3;2;432
"part17_35";"straight_lines_on_spheres1";0;1;3;2;432
"part17_35";"definition3";0;1;3;2;432
"part17_35";"straight_lines_on_spheres2";0;1;3;2;432
"part18";"introspection2";0;1;7;0;6543217
"part18";"lesson7";0;1;7;0;6543217
"part18";"straight_lines_on_spheres2";0;1;7;0;6543217
"part18";"definition2";0;1;7;0;6543217
"part18";"straight_lines_on_various_surfaces";0;1;7;0;6543217
"part18";"definition3";0;1;7;0;6543217
"part18";"reasoning_about_straight_lines";0;1;7;0;6543217
"part18";"introspection1";0;1;7;0;6543217
"part18";"lesson1";0;1;7;0;6543217
"part18";"straight_lines_on_spheres1";0;1;7;0;6543217
"part18";"lesson6";0;1;7;0;6543217
"part18";"planar_geometry";0;1;7;0;6543217
"part18";"lesson5";0;1;7;0;6543217
"part18";"lesson2";0;1;7;0;6543217
"part18";"lessons";1;1;7;0;6543217
"part18";"lesson3";1;1;7;0;6543217
"part18";"lesson4";0;1;7;0;6543217
"part18_0";"reasoning_about_straight_lines";0;1;0;4;0
"part18_0";"straight_lines_on_spheres2";0;1;0;4;0
"part18_0";"definition2";0;1;0;4;0
"part18_0";"straight_lines_on_spheres1";0;1;0;4;0
"part18_0";"introspection2";0;1;0;4;0
"part18_0";"planar_geometry";0;1;0;4;0
"part18_0";"introspection1";0;1;0;4;0
"part18_0";"straight_lines_on_various_surfaces";0;1;0;4;0
"part18_0";"definition3";0;1;0;4;0
"part18_05";"straight_lines_on_various_surfaces";0;1;0;2;0
"part18_05";"straight_lines_on_spheres2";0;1;0;2;0
"part18_05";"introspection2";0;1;0;2;0
"part18_05";"definition2";0;1;0;2;0
"part18_05";"introspection1";0;1;0;2;0
"part18_05";"straight_lines_on_spheres1";1;1;0;2;0
"part18_05";"planar_geometry";0;1;0;2;0
"part18_05";"reasoning_about_straight_lines";0;1;0;2;0
"part18_05";"definition3";0;1;0;2;0
"part18_35";"reasoning_about_straight_lines";1;1;5;2;21765
"part18_35";"lessons";0;1;5;2;21765
"part18_35";"straight_lines_on_spheres2";1;1;5;2;21765
"part18_35";"lesson2";0;1;5;2;21765
"part18_35";"introspection2";0;1;5;2;21765
"part18_35";"lesson5";0;1;5;2;21765
"part18_35";"definition2";1;1;5;2;21765
"part18_35";"straight_lines_on_various_surfaces";1;1;5;2;21765
"part18_35";"introspection1";0;1;5;2;21765
"part18_35";"lesson4";0;1;5;2;21765
"part18_35";"straight_lines_on_spheres1";0;1;5;2;21765
"part18_35";"definition3";1;1;5;2;21765
"part18_35";"lesson3";0;1;5;2;21765
"part18_35";"planar_geometry";0;1;5;2;21765
"part18_35";"lesson1";0;1;5;2;21765
"part19";"reasoning_about_straight_lines";0;0;1;6;3
"part19";"lesson7";0;0;1;6;3
"part19";"introspection1";0;0;1;6;3
"part19";"straight_lines_on_spheres1";0;0;1;6;3
"part19";"straight_lines_on_various_surfaces";0;0;1;6;3
"part19";"lessons";0;0;1;6;3
"part19";"definition2";0;0;1;6;3
"part19";"lesson3";0;0;1;6;3
"part19";"lesson2";0;0;1;6;3
"part19";"straight_lines_on_spheres2";0;0;1;6;3
"part19";"introspection2";0;0;1;6;3
"part19";"definition3";0;0;1;6;3
"part19";"lesson6";0;0;1;6;3
"part19";"lesson1";0;0;1;6;3
"part19";"lesson5";0;0;1;6;3
"part19";"lesson4";0;0;1;6;3
"part19";"planar_geometry";1;0;1;6;3
"part19_05";"introspection1";0;0;0;2;0
"part19_05";"straight_lines_on_spheres2";0;0;0;2;0
"part19_05";"straight_lines_on_various_surfaces";0;0;0;2;0
"part19_05";"reasoning_about_straight_lines";0;0;0;2;0
"part19_05";"straight_lines_on_spheres1";0;0;0;2;0
"part19_05";"planar_geometry";0;0;0;2;0
"part19_05";"definition2";0;0;0;2;0
"part19_05";"introspection2";0;0;0;2;0
"part19_05";"definition3";0;0;0;2;0
"part19_35";"definition2";0;1;3;4;176
"part19_35";"definition3";0;1;3;4;176
"part19_35";"lessons";1;1;3;4;176
"part19_35";"straight_lines_on_spheres2";0;1;3;4;176
"part19_35";"reasoning_about_straight_lines";0;1;3;4;176
"part19_35";"straight_lines_on_spheres1";0;1;3;4;176
"part19_35";"lesson5";0;1;3;4;176
"part19_35";"lesson4";0;1;3;4;176
"part19_35";"planar_geometry";0;1;3;4;176
"part19_35";"introspection1";0;1;3;4;176
"part19_35";"introspection2";0;1;3;4;176
"part19_35";"lesson2";0;1;3;4;176
"part19_35";"lesson1";1;1;3;4;176
"part19_35";"lesson3";0;1;3;4;176
"part19_35";"straight_lines_on_various_surfaces";0;1;3;4;176
"part2";"reasoning_about_straight_lines";1;0;7;7;1234567
"part2";"lesson7";0;0;7;7;1234567
"part2";"introspection2";0;0;7;7;1234567
"part2";"lesson6";0;0;7;7;1234567
"part2";"lesson2";0;0;7;7;1234567
"part2";"lesson5";0;0;7;7;1234567
"part2";"definition3";0;0;7;7;1234567
"part2";"definition2";0;0;7;7;1234567
"part2";"straight_lines_on_various_surfaces";0;0;7;7;1234567
"part2";"straight_lines_on_spheres2";0;0;7;7;1234567
"part2";"lessons";0;0;7;7;1234567
"part2";"introspection1";0;0;7;7;1234567
"part2";"lesson1";0;0;7;7;1234567
"part2";"lesson4";0;0;7;7;1234567
"part2";"planar_geometry";0;0;7;7;1234567
"part2";"straight_lines_on_spheres1";0;0;7;7;1234567
"part2";"lesson3";0;0;7;7;1234567
"part2_0";"introspection2";0;1;0;2;0
"part2_0";"definition3";0;1;0;2;0
"part2_0";"introspection1";0;1;0;2;0
"part2_0";"definition2";0;1;0;2;0
"part2_0";"straight_lines_on_spheres1";1;1;0;2;0
"part2_0";"straight_lines_on_various_surfaces";1;1;0;2;0
"part2_0";"planar_geometry";0;1;0;2;0
"part2_0";"straight_lines_on_spheres2";0;1;0;2;0
"part2_0";"reasoning_about_straight_lines";0;1;0;2;0
"part2_05";"introspection1";0;0;0;2;0
"part2_05";"planar_geometry";0;0;0;2;0
"part2_05";"introspection2";0;0;0;2;0
"part2_05";"straight_lines_on_spheres2";0;0;0;2;0
